Student_ID,Gender,Age,Department,Year,Attendance,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Semester,Academic_Year,GPA
122674,Female,22,Information Technology,1st Year,96,77,51,75,46,Semester 2,2025-2026,2.37
122675,Male,18,Computer Science,1st Year,89,90,95,86,44,Semester 1,2025-2026,2.97
122676,Female,21,Civil,3rd Year,58,60,78,51,93,Semester 1,2022-2023,2.95
122677,Male,18,Information Technology,1st Year,71,50,40,68,81,Semester 1,2025-2026,2.51
122678,Male,18,Civil,4th Year,79,40,47,55,60,Semester 2,2024-2025,2.1
122679,Male,21,Business,1st Year,92,55,94,63,66,Semester 1,2024-2025,2.82
122680,Female,24,Information Technology,3rd Year,87,51,88,62,46,Semester 2,2025-2026,2.45
122681,Female,20,Computer Science,1st Year,73,82,76,74,66,Semester 1,2024-2025,2.92
122682,Female,23,Civil,1st Year,77,51,52,91,59,Semester 1,2025-2026,2.56
122683,Female,18,Electronics,4th Year,65,49,51,43,48,Semester 1,2025-2026,1.91
122684,Female,21,Business,1st Year,66,50,54,49,99,Semester 2,2022-2023,2.72
122685,Female,22,Business,1st Year,64,75,69,67,52,Semester 2,2024-2025,2.54
122686,Female,18,Business,3rd Year,61,77,42,47,100,Semester 2,2022-2023,2.75
122687,Female,23,Information Technology,3rd Year,82,71,75,78,45,Semester 1,2024-2025,2.59
122688,Male,24,Computer Science,4th Year,95,81,72,90,42,Semester 1,2024-2025,2.69
122689,Female,24,Civil,3rd Year,77,68,95,56,59,Semester 1,2025-2026,2.74
122690,Male,18,Computer Science,2nd Year,53,93,90,54,53,Semester 2,2023-2024,2.74
122691,Male,24,Computer Science,1st Year,70,64,59,58,44,Semester 1,2025-2026,2.17
122692,Male,20,Civil,1st Year,95,85,47,88,58,Semester 2,2025-2026,2.67
122693,Male,20,Civil,2nd Year,70,61,97,63,45,Semester 1,2024-2025,2.6
122694,Female,22,Information Technology,2nd Year,54,84,70,49,78,Semester 1,2024-2025,2.79
122695,Female,20,Business,2nd Year,61,55,100,64,94,Semester 2,2022-2023,3.29
122696,Male,24,Electronics,1st Year,94,43,61,45,84,Semester 2,2025-2026,2.49
122697,Male,23,Business,2nd Year,57,88,53,77,47,Semester 1,2024-2025,2.49
122698,Male,22,Business,4th Year,61,56,94,77,100,Semester 2,2023-2024,3.45
122699,Female,24,Computer Science,3rd Year,60,96,61,84,94,Semester 2,2024-2025,3.34
122700,Male,18,Business,4th Year,80,97,79,92,99,Semester 2,2025-2026,3.68
122701,Male,21,Civil,2nd Year,62,80,78,91,88,Semester 1,2025-2026,3.4
122702,Female,20,Computer Science,3rd Year,81,56,70,97,92,Semester 2,2022-2023,3.29
122703,Male,22,Business,2nd Year,64,70,84,93,57,Semester 1,2024-2025,2.99
122704,Female,20,Information Technology,4th Year,79,47,87,95,100,Semester 2,2022-2023,3.5
122705,Female,20,Information Technology,3rd Year,55,94,98,89,50,Semester 2,2025-2026,3.13
122706,Male,19,Information Technology,1st Year,57,81,49,95,99,Semester 1,2025-2026,3.31
122707,Male,18,Electronics,4th Year,64,97,85,99,55,Semester 1,2025-2026,3.19
122708,Male,20,Mechanical,1st Year,80,90,86,75,92,Semester 1,2022-2023,3.44
122709,Female,21,Mechanical,3rd Year,63,52,84,41,80,Semester 2,2023-2024,2.68
122710,Female,23,Business,3rd Year,58,66,92,66,47,Semester 2,2025-2026,2.63
122711,Female,19,Mechanical,4th Year,77,79,42,69,58,Semester 2,2025-2026,2.4
122712,Male,22,Electronics,2nd Year,68,79,75,97,95,Semester 2,2025-2026,3.52
122713,Male,22,Electronics,3rd Year,97,97,75,93,54,Semester 2,2022-2023,3.02
122714,Male,21,Computer Science,1st Year,58,63,90,98,54,Semester 2,2024-2025,3.01
122715,Male,21,Computer Science,1st Year,63,71,44,56,45,Semester 1,2022-2023,2.06
122716,Male,23,Information Technology,1st Year,84,56,100,80,73,Semester 2,2025-2026,3.16
122717,Male,18,Electronics,2nd Year,77,68,96,78,99,Semester 1,2024-2025,3.53
122718,Female,21,Business,2nd Year,92,53,45,97,63,Semester 2,2024-2025,2.62
122719,Female,22,Mechanical,2nd Year,84,69,75,49,87,Semester 1,2022-2023,2.87
122720,Female,18,Mechanical,3rd Year,91,76,50,42,62,Semester 1,2023-2024,2.24
122721,Male,21,Computer Science,3rd Year,70,76,43,64,90,Semester 1,2025-2026,2.79
122722,Female,21,Information Technology,4th Year,52,81,79,61,71,Semester 2,2022-2023,2.88
122723,Female,24,Information Technology,2nd Year,66,65,76,86,47,Semester 1,2025-2026,2.67
122724,Female,22,Business,4th Year,50,47,74,98,43,Semester 1,2024-2025,2.6
122725,Male,18,Civil,3rd Year,58,55,97,42,75,Semester 1,2022-2023,2.77
122726,Male,19,Electronics,2nd Year,80,41,59,49,49,Semester 2,2025-2026,2.01
122727,Female,19,Mechanical,4th Year,83,81,94,98,63,Semester 1,2024-2025,3.29
122728,Male,23,Business,4th Year,76,64,76,95,92,Semester 2,2025-2026,3.38
122729,Male,18,Mechanical,2nd Year,97,92,100,68,68,Semester 1,2023-2024,3.18
122730,Male,21,Computer Science,3rd Year,80,50,90,81,56,Semester 1,2022-2023,2.79
122731,Male,21,Computer Science,1st Year,85,83,74,70,73,Semester 2,2024-2025,2.96
122732,Female,18,Electronics,3rd Year,83,51,49,93,84,Semester 2,2025-2026,2.9
122733,Male,19,Business,2nd Year,94,63,93,45,93,Semester 2,2025-2026,3.06
122734,Female,23,Business,2nd Year,65,60,100,87,43,Semester 1,2025-2026,2.83
122735,Female,24,Computer Science,1st Year,92,57,47,50,95,Semester 2,2025-2026,2.64
122736,Male,24,Business,4th Year,72,85,100,63,78,Semester 2,2023-2024,3.23
122737,Male,20,Computer Science,3rd Year,71,52,52,100,59,Semester 1,2023-2024,2.66
122738,Male,22,Mechanical,2nd Year,53,83,84,80,58,Semester 1,2023-2024,2.95
122739,Female,18,Electronics,1st Year,52,87,86,51,84,Semester 2,2025-2026,3.07
122740,Female,23,Mechanical,3rd Year,64,71,75,91,93,Semester 1,2024-2025,3.39
122741,Female,20,Mechanical,4th Year,82,56,69,76,50,Semester 2,2022-2023,2.49
122742,Female,22,Computer Science,3rd Year,57,84,72,62,86,Semester 1,2025-2026,3.05
122743,Female,20,Mechanical,3rd Year,63,42,97,58,75,Semester 1,2024-2025,2.85
122744,Female,20,Electronics,2nd Year,85,66,92,76,88,Semester 2,2023-2024,3.31
122745,Female,22,Computer Science,2nd Year,87,71,64,53,45,Semester 1,2024-2025,2.23
122746,Male,20,Electronics,1st Year,63,63,94,67,53,Semester 2,2025-2026,2.73
122747,Female,19,Information Technology,4th Year,85,59,55,59,45,Semester 2,2024-2025,2.12
122748,Female,23,Electronics,1st Year,77,71,43,75,46,Semester 1,2023-2024,2.25
122749,Female,18,Electronics,4th Year,95,59,75,59,72,Semester 1,2022-2023,2.7
122750,Female,24,Civil,3rd Year,80,70,54,69,40,Semester 1,2025-2026,2.21
122751,Male,23,Business,1st Year,92,97,90,48,72,Semester 1,2022-2023,2.97
122752,Female,24,Business,2nd Year,50,95,74,85,91,Semester 2,2023-2024,3.43
122753,Female,19,Electronics,4th Year,97,100,43,100,86,Semester 2,2024-2025,3.23
122754,Male,19,Mechanical,2nd Year,80,100,69,77,92,Semester 1,2023-2024,3.35
122755,Male,24,Mechanical,2nd Year,79,52,44,87,81,Semester 1,2023-2024,2.76
122756,Female,22,Business,2nd Year,61,52,63,62,66,Semester 2,2023-2024,2.49
122757,Female,22,Computer Science,1st Year,63,46,48,42,62,Semester 2,2024-2025,2.04
122758,Female,22,Business,2nd Year,86,44,46,80,66,Semester 2,2022-2023,2.45
122759,Female,20,Information Technology,2nd Year,55,79,54,95,87,Semester 1,2024-2025,3.18
122760,Female,20,Computer Science,1st Year,79,46,98,49,55,Semester 1,2022-2023,2.52
122761,Female,24,Electronics,2nd Year,66,96,66,89,97,Semester 2,2025-2026,3.48
122762,Male,18,Business,3rd Year,62,61,72,70,53,Semester 2,2025-2026,2.53
122763,Male,20,Electronics,1st Year,97,57,91,66,49,Semester 2,2023-2024,2.6
122764,Female,18,Mechanical,2nd Year,87,99,99,61,72,Semester 2,2022-2023,3.2
122765,Female,19,Electronics,4th Year,65,59,89,67,94,Semester 2,2023-2024,3.23
122766,Female,18,Business,1st Year,97,94,72,41,73,Semester 1,2023-2024,2.72
122767,Male,18,Business,2nd Year,77,82,71,47,77,Semester 2,2022-2023,2.75
122768,Female,22,Business,4th Year,61,87,44,65,96,Semester 1,2024-2025,2.96
122769,Male,20,Electronics,3rd Year,85,52,50,93,89,Semester 2,2025-2026,2.99
122770,Male,21,Mechanical,4th Year,65,78,87,83,98,Semester 1,2024-2025,3.54
122771,Female,21,Information Technology,2nd Year,61,62,71,52,68,Semester 1,2025-2026,2.55
122772,Male,22,Electronics,3rd Year,50,47,46,76,94,Semester 1,2025-2026,2.82
122773,Female,23,Civil,3rd Year,68,67,62,71,66,Semester 2,2025-2026,2.66
122774,Male,23,Information Technology,3rd Year,55,49,72,84,59,Semester 1,2023-2024,2.68
122775,Female,23,Information Technology,1st Year,55,82,60,43,50,Semester 1,2024-2025,2.22
122776,Female,19,Business,3rd Year,67,71,99,40,75,Semester 1,2022-2023,2.87
122777,Male,19,Mechanical,3rd Year,97,97,97,84,48,Semester 2,2024-2025,3.06
122778,Male,19,Computer Science,3rd Year,77,59,51,83,52,Semester 2,2024-2025,2.42
122779,Male,18,Business,1st Year,61,98,59,93,90,Semester 1,2024-2025,3.37
122780,Female,24,Business,4th Year,80,56,70,44,52,Semester 2,2025-2026,2.2
122781,Male,20,Electronics,3rd Year,76,90,72,61,67,Semester 2,2022-2023,2.81
122782,Male,19,Electronics,3rd Year,95,91,67,93,66,Semester 2,2024-2025,3.07
122783,Female,21,Computer Science,2nd Year,98,60,45,92,68,Semester 2,2022-2023,2.68
122784,Female,18,Electronics,3rd Year,57,96,47,100,57,Semester 1,2023-2024,2.84
122785,Male,19,Civil,1st Year,60,62,93,82,48,Semester 2,2025-2026,2.79
122786,Male,19,Computer Science,4th Year,56,61,42,42,99,Semester 2,2024-2025,2.59
122787,Male,23,Mechanical,2nd Year,71,88,94,97,57,Semester 1,2022-2023,3.24
122788,Female,23,Computer Science,1st Year,69,81,64,96,88,Semester 1,2024-2025,3.32
122789,Female,20,Information Technology,2nd Year,68,73,67,94,89,Semester 1,2024-2025,3.29
122790,Male,20,Mechanical,3rd Year,51,80,54,81,70,Semester 1,2025-2026,2.81
122791,Female,18,Information Technology,4th Year,98,72,94,61,69,Semester 2,2023-2024,2.95
122792,Male,21,Mechanical,4th Year,94,84,78,79,41,Semester 2,2022-2023,2.65
122793,Male,22,Computer Science,3rd Year,76,52,98,71,79,Semester 1,2023-2024,3.11
122794,Female,23,Information Technology,3rd Year,74,75,48,58,96,Semester 2,2024-2025,2.85
122795,Male,21,Mechanical,3rd Year,95,69,82,57,94,Semester 2,2023-2024,3.12
122796,Male,24,Electronics,4th Year,60,60,73,82,57,Semester 2,2022-2023,2.71
122797,Female,23,Information Technology,1st Year,58,43,70,74,99,Semester 1,2022-2023,3.08
122798,Male,20,Civil,3rd Year,75,93,77,84,61,Semester 1,2022-2023,3.02
122799,Male,20,Mechanical,2nd Year,80,60,86,97,89,Semester 2,2024-2025,3.44
122800,Female,22,Business,3rd Year,90,49,94,56,54,Semester 1,2022-2023,2.55
122801,Male,21,Business,4th Year,98,69,71,52,95,Semester 1,2025-2026,2.97
122802,Male,21,Business,1st Year,98,75,80,92,77,Semester 1,2024-2025,3.25
122803,Female,22,Business,1st Year,60,98,53,66,57,Semester 2,2025-2026,2.58
122804,Female,20,Electronics,3rd Year,61,45,80,71,65,Semester 2,2022-2023,2.69
122805,Female,18,Electronics,4th Year,92,60,77,77,61,Semester 1,2024-2025,2.75
122806,Male,21,Business,3rd Year,59,75,55,55,84,Semester 1,2025-2026,2.73
122807,Female,19,Business,4th Year,75,78,49,91,50,Semester 2,2025-2026,2.57
122808,Male,21,Computer Science,3rd Year,58,91,57,70,53,Semester 2,2022-2023,2.56
122809,Female,24,Business,1st Year,67,67,97,85,69,Semester 2,2024-2025,3.19
122810,Male,21,Business,1st Year,74,43,66,98,50,Semester 1,2023-2024,2.6
122811,Male,24,Computer Science,2nd Year,67,59,86,87,45,Semester 1,2024-2025,2.71
122812,Female,21,Business,3rd Year,92,53,50,79,55,Semester 1,2023-2024,2.38
122813,Male,20,Business,1st Year,98,93,72,80,75,Semester 1,2024-2025,3.13
122814,Male,19,Information Technology,4th Year,93,70,81,53,54,Semester 1,2022-2023,2.52
122815,Female,24,Information Technology,3rd Year,63,60,76,71,63,Semester 2,2022-2023,2.71
122816,Male,21,Civil,4th Year,76,47,59,99,61,Semester 1,2022-2023,2.72
122817,Male,18,Electronics,3rd Year,71,78,42,75,81,Semester 1,2024-2025,2.77
122818,Male,23,Mechanical,4th Year,85,50,60,63,99,Semester 1,2022-2023,2.92
122819,Female,24,Civil,2nd Year,66,69,51,43,70,Semester 2,2022-2023,2.33
122820,Female,23,Business,2nd Year,61,92,88,86,84,Semester 2,2022-2023,3.47
122821,Female,19,Civil,1st Year,63,66,47,87,80,Semester 1,2025-2026,2.86
122822,Female,22,Civil,2nd Year,55,78,76,40,82,Semester 2,2025-2026,2.78
122823,Female,18,Business,1st Year,59,61,71,100,71,Semester 2,2024-2025,3.07
122824,Female,22,Mechanical,3rd Year,92,83,47,45,88,Semester 1,2025-2026,2.65
122825,Female,21,Business,1st Year,94,51,83,99,40,Semester 1,2023-2024,2.69
122826,Female,24,Civil,2nd Year,63,75,54,76,62,Semester 2,2024-2025,2.62
122827,Male,20,Computer Science,1st Year,71,73,42,40,63,Semester 2,2022-2023,2.14
122828,Male,21,Computer Science,3rd Year,94,54,62,53,42,Semester 1,2025-2026,2.06
122829,Male,21,Computer Science,3rd Year,52,47,91,44,64,Semester 1,2022-2023,2.53
122830,Male,22,Civil,3rd Year,57,46,50,87,49,Semester 2,2023-2024,2.33
122831,Female,21,Civil,1st Year,87,46,61,78,42,Semester 2,2022-2023,2.25
122832,Male,18,Electronics,4th Year,85,86,93,51,81,Semester 2,2022-2023,3.09
122833,Male,20,Information Technology,3rd Year,54,53,89,78,85,Semester 1,2022-2023,3.18
122834,Male,22,Electronics,2nd Year,83,94,85,83,94,Semester 2,2022-2023,3.56
122835,Male,19,Business,4th Year,50,68,46,95,58,Semester 2,2024-2025,2.63
122836,Male,23,Computer Science,1st Year,54,98,43,96,77,Semester 1,2024-2025,3.06
122837,Female,21,Information Technology,1st Year,62,100,57,42,53,Semester 1,2022-2023,2.33
122838,Female,23,Electronics,3rd Year,75,54,87,74,73,Semester 2,2022-2023,2.96
122839,Male,24,Mechanical,2nd Year,95,59,95,49,41,Semester 2,2023-2024,2.37
122840,Male,22,Mechanical,1st Year,91,50,84,75,47,Semester 2,2025-2026,2.55
122841,Male,23,Mechanical,4th Year,83,97,67,76,63,Semester 2,2024-2025,2.89
122842,Male,21,Computer Science,1st Year,92,85,71,56,75,Semester 1,2024-2025,2.83
122843,Female,24,Information Technology,1st Year,80,51,53,61,44,Semester 2,2022-2023,2.06
122844,Male,21,Computer Science,3rd Year,100,99,44,88,99,Semester 2,2025-2026,3.3
122845,Female,22,Mechanical,4th Year,87,88,84,99,62,Semester 1,2024-2025,3.23
122846,Male,18,Civil,4th Year,71,61,83,59,40,Semester 2,2024-2025,2.35
122847,Female,19,Computer Science,2nd Year,77,76,79,88,83,Semester 1,2023-2024,3.29
122848,Female,21,Information Technology,1st Year,59,95,57,73,70,Semester 2,2024-2025,2.85
122849,Female,18,Computer Science,4th Year,69,63,68,41,50,Semester 2,2025-2026,2.17
122850,Male,21,Information Technology,4th Year,96,44,56,95,66,Semester 2,2024-2025,2.7
122851,Male,21,Business,2nd Year,61,66,86,69,43,Semester 1,2024-2025,2.55
122852,Female,18,Civil,3rd Year,67,96,60,45,52,Semester 2,2023-2024,2.35
122853,Male,21,Electronics,3rd Year,86,69,73,93,61,Semester 1,2024-2025,2.93
122854,Male,19,Information Technology,2nd Year,86,51,60,50,62,Semester 2,2024-2025,2.27
122855,Female,23,Information Technology,4th Year,58,42,91,65,75,Semester 1,2022-2023,2.86
122856,Male,22,Mechanical,2nd Year,76,56,80,58,92,Semester 2,2025-2026,3.0
122857,Female,24,Mechanical,3rd Year,93,90,73,95,48,Semester 2,2024-2025,2.89
122858,Male,24,Civil,2nd Year,93,94,93,50,81,Semester 2,2024-2025,3.13
122859,Male,23,Business,2nd Year,66,80,46,53,79,Semester 1,2024-2025,2.58
122860,Female,18,Business,1st Year,51,99,57,78,87,Semester 2,2024-2025,3.16
122861,Female,23,Computer Science,2nd Year,50,61,57,51,70,Semester 1,2023-2024,2.43
122862,Female,20,Electronics,4th Year,91,71,94,53,60,Semester 1,2023-2024,2.74
122863,Female,24,Electronics,3rd Year,94,51,92,60,92,Semester 1,2025-2026,3.11
122864,Male,21,Civil,3rd Year,64,59,98,97,72,Semester 2,2022-2023,3.31
122865,Male,22,Electronics,4th Year,61,96,52,69,46,Semester 1,2023-2024,2.43
122866,Male,19,Computer Science,4th Year,67,52,78,92,73,Semester 1,2022-2023,3.03
122867,Female,19,Mechanical,3rd Year,73,74,68,61,68,Semester 2,2024-2025,2.69
122868,Male,20,Business,2nd Year,82,65,78,83,78,Semester 1,2024-2025,3.09
122869,Male,23,Civil,4th Year,92,65,64,72,80,Semester 1,2022-2023,2.87
122870,Male,19,Electronics,2nd Year,97,71,85,94,99,Semester 2,2022-2023,3.6
122871,Female,23,Business,1st Year,85,83,89,70,77,Semester 1,2023-2024,3.17
122872,Female,22,Civil,4th Year,80,72,57,83,97,Semester 2,2022-2023,3.19
122873,Male,20,Civil,1st Year,69,100,79,40,46,Semester 1,2023-2024,2.43
122874,Male,23,Information Technology,2nd Year,87,74,95,57,100,Semester 2,2024-2025,3.36
122875,Female,18,Information Technology,2nd Year,77,71,45,51,86,Semester 1,2022-2023,2.59
122876,Female,23,Civil,2nd Year,60,58,48,53,88,Semester 1,2025-2026,2.59
122877,Female,23,Business,1st Year,76,44,51,61,92,Semester 2,2024-2025,2.67
122878,Female,20,Information Technology,3rd Year,57,98,50,56,87,Semester 2,2023-2024,2.87
122879,Male,18,Electronics,3rd Year,62,53,96,52,100,Semester 1,2024-2025,3.2
122880,Female,19,Civil,4th Year,70,70,60,40,76,Semester 1,2023-2024,2.48
122881,Male,24,Information Technology,1st Year,52,72,46,60,95,Semester 2,2024-2025,2.82
122882,Female,22,Electronics,4th Year,86,87,54,80,74,Semester 1,2025-2026,2.9
122883,Male,23,Mechanical,2nd Year,98,49,87,75,98,Semester 1,2022-2023,3.29
122884,Male,21,Mechanical,4th Year,92,41,59,99,58,Semester 1,2025-2026,2.64
122885,Female,20,Business,2nd Year,56,76,70,99,68,Semester 2,2025-2026,3.1
122886,Male,19,Civil,1st Year,64,95,61,62,57,Semester 1,2022-2023,2.6
122887,Male,23,Computer Science,3rd Year,54,62,61,48,74,Semester 1,2023-2024,2.5
122888,Male,22,Electronics,1st Year,83,96,48,70,57,Semester 2,2025-2026,2.55
122889,Female,21,Business,3rd Year,68,68,99,83,56,Semester 2,2024-2025,3.01
122890,Female,20,Business,4th Year,82,52,85,90,76,Semester 1,2022-2023,3.13
122891,Female,22,Business,1st Year,52,68,69,50,71,Semester 2,2023-2024,2.59
122892,Male,19,Civil,4th Year,95,67,65,62,70,Semester 1,2023-2024,2.65
122893,Male,24,Information Technology,1st Year,54,97,100,56,52,Semester 1,2025-2026,2.87
122894,Male,23,Mechanical,3rd Year,68,60,58,66,62,Semester 1,2022-2023,2.47
122895,Male,23,Information Technology,2nd Year,91,65,57,82,45,Semester 1,2025-2026,2.41
122896,Female,23,Electronics,1st Year,51,78,61,51,74,Semester 1,2022-2023,2.62
122897,Male,20,Civil,1st Year,55,91,52,46,65,Semester 1,2024-2025,2.44
122898,Male,23,Business,4th Year,88,64,49,68,66,Semester 1,2022-2023,2.48
122899,Male,20,Mechanical,4th Year,63,76,48,85,100,Semester 2,2022-2023,3.19
122900,Female,23,Electronics,2nd Year,53,94,43,73,58,Semester 1,2022-2023,2.54
122901,Male,18,Mechanical,3rd Year,69,55,65,86,52,Semester 1,2022-2023,2.57
122902,Female,24,Business,1st Year,50,66,56,65,56,Semester 1,2025-2026,2.39
122903,Female,23,Mechanical,2nd Year,83,81,53,86,47,Semester 2,2022-2023,2.53
122904,Male,18,Civil,2nd Year,78,63,62,90,79,Semester 2,2025-2026,3.0
122905,Male,20,Civil,2nd Year,88,50,60,68,46,Semester 2,2024-2025,2.22
122906,Male,22,Computer Science,3rd Year,94,49,77,73,74,Semester 1,2023-2024,2.83
122907,Male,19,Computer Science,1st Year,79,55,43,63,63,Semester 2,2023-2024,2.27
122908,Female,21,Computer Science,1st Year,60,61,80,59,77,Semester 1,2022-2023,2.83
122909,Female,18,Computer Science,2nd Year,97,42,67,42,96,Semester 1,2025-2026,2.69
122910,Female,19,Business,2nd Year,69,74,82,83,64,Semester 2,2024-2025,2.99
122911,Female,23,Information Technology,2nd Year,86,73,64,95,87,Semester 2,2023-2024,3.25
122912,Female,20,Computer Science,3rd Year,70,57,42,95,88,Semester 2,2024-2025,2.94
122913,Female,19,Information Technology,1st Year,74,70,47,57,98,Semester 1,2024-2025,2.83
122914,Female,19,Mechanical,2nd Year,85,48,65,40,96,Semester 2,2024-2025,2.68
122915,Female,24,Information Technology,1st Year,53,91,74,92,80,Semester 1,2024-2025,3.33
122916,Female,24,Mechanical,3rd Year,72,65,92,99,75,Semester 1,2024-2025,3.35
122917,Female,23,Computer Science,3rd Year,55,66,82,43,55,Semester 2,2022-2023,2.42
122918,Male,19,Information Technology,4th Year,75,55,99,43,83,Semester 2,2022-2023,2.91
122919,Male,20,Mechanical,2nd Year,77,99,52,73,88,Semester 2,2024-2025,3.08
122920,Male,24,Computer Science,1st Year,73,60,47,64,51,Semester 1,2023-2024,2.18
122921,Female,18,Business,4th Year,89,43,51,73,76,Semester 1,2024-2025,2.56
122922,Male,21,Mechanical,2nd Year,98,70,40,66,60,Semester 1,2022-2023,2.32
122923,Female,22,Civil,1st Year,82,49,40,85,46,Semester 1,2025-2026,2.19
122924,Female,18,Mechanical,1st Year,75,59,78,68,52,Semester 2,2024-2025,2.54
122925,Male,21,Computer Science,2nd Year,75,51,66,61,70,Semester 2,2024-2025,2.56
122926,Female,20,Business,3rd Year,74,67,68,96,44,Semester 1,2024-2025,2.66
122927,Male,21,Electronics,1st Year,79,49,60,62,54,Semester 2,2023-2024,2.27
122928,Female,20,Civil,4th Year,87,65,79,93,89,Semester 1,2024-2025,3.36
122929,Female,21,Information Technology,1st Year,85,81,52,63,55,Semester 1,2023-2024,2.41
122930,Male,24,Civil,4th Year,69,69,81,71,62,Semester 1,2024-2025,2.8
122931,Male,18,Computer Science,4th Year,85,44,84,67,81,Semester 1,2023-2024,2.91
